Date,Year,Month,Day,UAL_Close,DAL_Close,AAL_Close,JBLU_Close,LUV_Close,SAVE_Close
2019-07-23,2019,7,23,94.93,63.09,33.73,19.28,54.12,53.72
2019-07-22,2019,7,22,93.83,61.29,32.9,18.96,52.68,52.38
2019-07-19,2019,7,19,93.83,60.91,33.08,18.91,52.02,50.89
2019-07-18,2019,7,18,95.28,62.66,33.74,19.22,52.44,51.28
2019-07-17,2019,7,17,94.78,62.25,33.26,19.08,52.3,50.65
2019-07-16,2019,7,16,93.92,63.16,34.22,19.5,53.28,51.42
2019-07-15,2019,7,15,91.32,61.7,33.61,18.73,52.26,50.91
2019-07-12,2019,7,12,91.23,61.65,33.78,18.87,52.51,50.81
2019-07-11,2019,7,11,89.48,60.16,33.03,18.69,51.84,52.22
2019-07-10,2019,7,10,89.51,59.47,32.94,18.94,51.86,51.41
2019-07-09,2019,7,9,89.46,58.96,32.36,18.99,51.69,50.77
2019-07-08,2019,7,8,90.67,59.37,32.79,19.46,52.08,51.69
2019-07-05,2019,7,5,90.59,58.7,32.46,19.19,51.88,50.87
2019-07-03,2019,7,3,90.67,59.15,32.72,19.13,51.89,50.47
2019-07-02,2019,7,2,88.87,58.54,32.19,18.79,51.43,48.9
2019-07-01,2019,7,1,88.45,57.79,32.88,18.6,51.54,48.94
2019-06-28,2019,6,28,87.55,56.75,32.61,18.49,50.78,47.73
2019-06-27,2019,6,27,86.43,56.82,32.15,18.27,50.74,46.95
2019-06-26,2019,6,26,85.33,56.38,31.46,18.1,50.7,45.95
2019-06-25,2019,6,25,85.06,55.92,31.26,18.31,51.0,46.96
2019-06-24,2019,6,24,86.55,56.07,31.82,18.45,51.22,47.58
2019-06-21,2019,6,21,86.72,55.99,31.57,18.59,51.25,47.74
2019-06-20,2019,6,20,87.14,55.97,32.15,18.88,51.52,48.68
2019-06-19,2019,6,19,88.66,56.36,33.21,19.05,51.51,49.63
2019-06-18,2019,6,18,87.4,56.03,32.52,19.26,51.7,50.56
2019-06-17,2019,6,17,86.77,55.67,32.56,19.39,51.18,49.99
2019-06-14,2019,6,14,87.12,55.99,32.68,19.35,51.82,50.32
2019-06-13,2019,6,13,87.11,56.52,33.09,19.44,52.38,51.4
2019-06-12,2019,6,12,83.79,55.45,31.1,19.24,50.81,49.68
2019-06-11,2019,6,11,82.77,54.88,30.58,19.09,50.58,49.67
2019-06-10,2019,6,10,82.67,54.73,30.76,18.25,50.3,49.06
2019-06-07,2019,6,7,83.27,55.07,30.92,18.3,50.37,49.12
2019-06-06,2019,6,6,82.96,54.69,30.38,17.92,49.98,49.94
2019-06-05,2019,6,5,81.85,54.94,30.36,18.13,50.22,50.43
2019-06-04,2019,6,4,80.52,54.31,29.12,17.81,48.95,49.33
2019-06-03,2019,6,3,77.72,52.1,27.2,17.24,47.79,47.22
2019-05-31,2019,5,31,77.65,51.5,27.23,17.23,47.6,46.08
2019-05-30,2019,5,30,79.47,53.03,28.17,17.36,49.39,47.02
2019-05-29,2019,5,29,79.25,53.21,28.41,17.12,49.56,46.76
2019-05-28,2019,5,28,79.81,53.88,28.73,17.21,50.03,46.9
2019-05-24,2019,5,24,80.79,54.12,29.17,17.47,51.15,47.2
2019-05-23,2019,5,23,80.91,54.0,29.5,17.58,50.96,48.3
2019-05-22,2019,5,22,81.88,54.06,29.92,17.56,52.57,47.94
2019-05-21,2019,5,21,82.97,54.83,31.3,17.87,53.37,48.77
2019-05-20,2019,5,20,81.74,54.28,30.96,17.57,52.01,47.03
2019-05-17,2019,5,17,81.5,54.89,31.74,17.81,52.24,47.64
2019-05-16,2019,5,16,82.58,55.38,32.32,17.84,52.59,48.53
2019-05-15,2019,5,15,82.35,55.05,32.16,17.83,52.01,48.47
2019-05-14,2019,5,14,83.45,55.25,32.34,17.97,51.65,48.21
2019-05-13,2019,5,13,82.07,54.8,32.14,17.61,51.04,47.81
2019-05-10,2019,5,10,84.79,56.62,33.99,18.31,52.74,49.66
2019-05-09,2019,5,9,84.12,56.59,33.95,18.34,52.46,49.42
2019-05-08,2019,5,8,84.64,56.45,33.75,18.44,52.41,49.9
2019-05-07,2019,5,7,85.68,57.17,33.91,18.52,52.21,50.77
2019-05-06,2019,5,6,87.79,57.73,34.75,18.71,53.48,51.56
2019-05-03,2019,5,3,88.5,57.8,34.79,18.71,53.62,52.5
2019-05-02,2019,5,2,88.31,57.66,33.95,18.63,53.37,52.52
2019-05-01,2019,5,1,87.94,57.18,33.91,18.63,53.9,52.56
2019-04-30,2019,4,30,88.86,58.29,34.18,18.55,54.23,54.38
2019-04-29,2019,4,29,89.61,57.73,33.77,18.25,53.83,53.79
2019-04-26,2019,4,26,87.94,57.11,33.06,18.12,52.98,52.7
2019-04-25,2019,4,25,86.86,56.71,33.41,18.03,53.35,52.88
2019-04-24,2019,4,24,88.03,57.85,33.99,18.19,52.93,58.3
2019-04-23,2019,4,23,87.97,58.24,33.97,17.55,52.79,57.49
2019-04-22,2019,4,22,87.56,57.75,33.48,16.83,51.71,55.65
2019-04-18,2019,4,18,88.28,58.17,34.37,16.96,52.18,56.19
2019-04-17,2019,4,17,89.24,58.43,34.38,16.98,52.76,55.56
2019-04-16,2019,4,16,85.17,58.11,34.03,16.88,52.78,54.98
2019-04-15,2019,4,15,84.52,57.45,33.75,16.93,52.29,55.17
2019-04-12,2019,4,12,85.49,58.05,34.69,17.04,53.13,56.22
2019-04-11,2019,4,11,85.75,58.39,34.81,17.14,53.0,56.92
2019-04-10,2019,4,10,84.52,57.86,34.02,16.92,52.62,56.84
2019-04-09,2019,4,9,84.25,56.95,33.31,16.34,51.89,54.81
2019-04-08,2019,4,8,84.58,57.71,33.88,16.58,51.94,54.7
2019-04-05,2019,4,5,84.91,57.73,34.06,16.64,53.25,54.44
2019-04-04,2019,4,4,84.64,57.22,33.93,16.6,53.18,54.3
2019-04-03,2019,4,3,84.2,57.0,33.71,16.77,52.89,54.28
2019-04-02,2019,4,2,82.77,55.33,32.99,16.81,52.71,53.82
2019-04-01,2019,4,1,80.87,52.18,32.35,16.61,52.41,53.23
2019-03-29,2019,3,29,79.78,51.65,31.76,16.36,51.91,52.86
2019-03-28,2019,3,28,78.6,50.32,30.9,16.18,50.45,51.75
2019-03-27,2019,3,27,78.53,49.97,30.94,16.14,49.83,53.21
2019-03-26,2019,3,26,77.49,49.09,30.21,15.78,48.75,52.45
2019-03-25,2019,3,25,78.12,49.03,30.21,15.67,48.69,51.55
2019-03-22,2019,3,22,79.63,49.76,30.57,15.93,49.32,53.05
2019-03-21,2019,3,21,81.0,50.3,31.45,16.3,50.74,53.99
2019-03-20,2019,3,20,79.83,49.87,30.96,16.31,49.7,52.6
2019-03-19,2019,3,19,81.34,50.96,31.59,16.62,50.74,53.7
2019-03-18,2019,3,18,80.73,50.74,31.38,16.63,51.08,52.85
2019-03-15,2019,3,15,81.69,51.19,31.43,16.74,51.37,54.2
2019-03-14,2019,3,14,81.49,50.94,32.13,16.71,51.16,55.15
2019-03-13,2019,3,13,81.21,51.02,31.84,16.83,50.61,54.77
2019-03-12,2019,3,12,79.85,50.67,30.92,16.5,50.4,52.81
2019-03-11,2019,3,11,82.38,51.12,32.05,16.51,51.61,53.07
2019-03-08,2019,3,8,82.4,49.59,31.91,16.08,51.77,51.68
2019-03-07,2019,3,7,82.61,49.59,32.22,16.19,52.43,52.79
2019-03-06,2019,3,6,84.33,49.71,32.76,16.42,53.06,53.3
2019-03-05,2019,3,5,85.05,49.72,33.23,16.43,53.39,56.21
2019-03-04,2019,3,4,84.31,48.79,33.72,16.56,53.83,57.06
2019-03-01,2019,3,1,86.92,48.96,34.64,16.93,54.34,56.61
2019-02-28,2019,2,28,87.81,49.58,35.63,16.7,56.04,56.25
2019-02-27,2019,2,27,87.6,50.43,35.69,16.9,53.85,58.57
2019-02-26,2019,2,26,89.53,51.12,36.25,17.18,53.69,61.01
2019-02-25,2019,2,25,89.58,51.41,35.9,17.25,53.96,60.59
2019-02-22,2019,2,22,89.43,51.52,35.49,17.22,53.62,60.12
2019-02-21,2019,2,21,88.84,51.48,34.98,17.49,54.31,59.58
2019-02-20,2019,2,20,88.5,51.24,35.06,17.56,54.41,58.01
2019-02-19,2019,2,19,89.24,51.82,35.47,17.93,57.67,62.34
2019-02-15,2019,2,15,88.31,51.08,35.05,17.96,57.7,61.67
2019-02-14,2019,2,14,88.15,50.48,36.11,18.08,58.0,61.42
2019-02-13,2019,2,13,88.58,50.41,36.21,18.05,58.0,60.93
2019-02-12,2019,2,12,87.97,49.89,35.75,17.89,57.7,61.65
2019-02-11,2019,2,11,89.15,50.61,36.59,18.26,58.28,63.06
2019-02-08,2019,2,8,88.17,50.47,36.0,18.14,57.65,61.44
2019-02-07,2019,2,7,87.86,50.41,36.17,18.1,57.48,62.71
2019-02-06,2019,2,6,89.75,50.52,36.76,18.14,57.61,60.9
2019-02-05,2019,2,5,89.46,50.54,36.93,17.97,57.88,62.95
2019-02-04,2019,2,4,88.62,50.34,36.78,18.0,58.29,62.78
2019-02-01,2019,2,1,87.49,49.92,36.11,17.91,57.13,61.13
2019-01-31,2019,1,31,87.27,49.43,35.77,17.99,56.76,58.82
2019-01-30,2019,1,30,87.47,50.27,36.34,18.36,57.49,59.43
2019-01-29,2019,1,29,85.67,48.22,36.29,18.12,56.37,57.64
2019-01-28,2019,1,28,84.6,48.01,36.57,18.16,55.52,58.49
2019-01-25,2019,1,25,84.14,47.69,34.98,17.71,54.98,57.96
2019-01-24,2019,1,24,84.03,47.52,33.66,18.12,54.21,57.46
2019-01-23,2019,1,23,82.88,47.3,31.65,17.24,51.02,57.42
2019-01-22,2019,1,22,83.34,47.1,32.74,17.37,50.54,58.06
2019-01-18,2019,1,18,85.59,48.11,33.97,17.6,51.57,59.36
2019-01-17,2019,1,17,86.74,48.22,33.58,17.45,50.59,60.31
2019-01-16,2019,1,16,86.36,47.5,32.84,17.35,49.78,60.76
2019-01-15,2019,1,15,81.2,47.83,32.1,17.16,49.61,58.56
2019-01-14,2019,1,14,79.91,47.75,31.71,17.15,48.76,58.83
2019-01-11,2019,1,11,80.07,48.56,31.8,17.25,48.52,60.11
2019-01-10,2019,1,10,81.37,48.73,32.04,17.15,48.99,60.75
2019-01-09,2019,1,9,83.76,48.47,33.42,17.23,49.08,59.45
2019-01-08,2019,1,8,82.38,47.47,32.42,16.85,47.54,57.06
2019-01-07,2019,1,7,83.23,47.85,32.95,16.69,47.87,57.67
2019-01-04,2019,1,4,82.68,47.79,32.04,16.55,47.86,56.1
2019-01-03,2019,1,3,80.0,45.61,30.06,15.93,45.61,53.96
2019-01-02,2019,1,2,84.18,50.09,32.48,16.2,47.14,57.84
2018-12-31,2018,12,31,83.73,49.9,32.11,16.06,46.48,57.92
2018-12-28,2018,12,28,83.17,50.18,31.83,16.0,46.76,57.52
2018-12-27,2018,12,27,83.04,50.5,32.04,15.99,46.8,57.1
2018-12-26,2018,12,26,83.8,50.41,32.29,16.07,46.72,57.76
2018-12-24,2018,12,24,79.12,47.96,29.72,15.19,44.4,54.28
2018-12-21,2018,12,21,81.47,49.45,30.78,15.53,45.95,54.79
2018-12-20,2018,12,20,84.41,50.91,31.89,16.14,47.07,56.01
2018-12-19,2018,12,19,86.37,51.93,32.42,16.59,48.78,57.79
2018-12-18,2018,12,18,87.8,52.95,33.54,16.79,49.6,58.55
2018-12-17,2018,12,17,86.21,52.39,32.04,16.52,49.39,58.14
2018-12-14,2018,12,14,87.74,53.51,32.41,16.83,50.09,59.01
2018-12-13,2018,12,13,87.48,53.55,32.46,17.27,50.34,60.66
2018-12-12,2018,12,12,89.63,56.27,34.35,17.65,50.9,60.97
2018-12-11,2018,12,11,88.14,55.89,34.1,17.92,51.08,61.43
2018-12-10,2018,12,10,88.55,56.32,33.84,17.95,51.14,60.42
2018-12-07,2018,12,7,88.23,56.07,33.57,17.89,51.36,59.67
2018-12-06,2018,12,6,93.03,58.08,36.94,18.85,53.6,64.59
2018-12-04,2018,12,4,91.94,56.94,36.69,18.74,52.8,63.13
2018-12-03,2018,12,3,96.46,60.12,39.65,19.24,54.37,64.56
2018-11-30,2018,11,30,96.7,60.71,40.16,19.52,54.61,64.12
2018-11-29,2018,11,29,95.07,58.86,38.42,19.03,53.23,62.0
2018-11-28,2018,11,28,94.48,58.87,38.94,19.03,53.08,62.43
2018-11-27,2018,11,27,93.38,58.31,38.29,18.7,52.79,58.76
2018-11-26,2018,11,26,91.75,56.71,38.1,18.5,52.76,50.98
2018-11-23,2018,11,23,94.84,57.16,37.95,18.35,52.68,51.56
2018-11-21,2018,11,21,92.86,55.97,36.31,18.05,52.25,50.85
2018-11-20,2018,11,20,91.77,55.41,35.59,17.6,51.57,49.14
2018-11-19,2018,11,19,92.09,56.19,35.82,17.73,52.39,51.19
2018-11-16,2018,11,16,92.26,55.9,36.75,18.03,52.58,52.44
2018-11-15,2018,11,15,91.98,56.1,37.82,18.17,53.23,53.1
2018-11-14,2018,11,14,91.79,56.43,38.11,18.17,52.48,52.75
2018-11-13,2018,11,13,92.6,56.82,37.78,18.21,52.73,53.41
2018-11-12,2018,11,12,91.2,56.7,36.86,17.99,51.89,52.96
2018-11-09,2018,11,9,92.35,56.65,36.22,18.1,52.49,52.99
2018-11-08,2018,11,8,92.56,56.73,36.86,18.23,52.72,53.33
2018-11-07,2018,11,7,92.16,56.79,36.97,18.2,52.88,53.4
2018-11-06,2018,11,6,89.64,55.47,35.17,17.86,51.86,53.63
2018-11-05,2018,11,5,89.47,56.05,35.72,17.86,51.42,53.91
2018-11-02,2018,11,2,88.68,56.12,36.33,17.66,51.82,53.69
2018-11-01,2018,11,1,88.04,56.04,36.37,17.23,50.95,52.38
2018-10-31,2018,10,31,85.51,54.73,35.08,16.73,49.1,51.9
2018-10-30,2018,10,30,85.85,55.12,34.66,17.08,49.15,52.76
2018-10-29,2018,10,29,84.99,53.42,32.6,16.16,47.91,52.09
2018-10-26,2018,10,26,84.63,53.28,32.46,16.28,49.58,52.52
2018-10-25,2018,10,25,85.6,53.71,32.37,16.45,49.91,53.23
2018-10-24,2018,10,24,82.19,51.51,30.34,15.82,54.59,47.69
2018-10-23,2018,10,23,86.33,53.45,32.38,16.63,57.48,50.59
2018-10-22,2018,10,22,88.61,54.24,32.16,16.57,57.87,51.03
2018-10-19,2018,10,19,87.43,53.39,32.04,16.52,58.13,50.78
2018-10-18,2018,10,18,87.09,53.13,32.06,16.34,57.96,49.8
2018-10-17,2018,10,17,88.49,54.3,33.57,16.87,59.2,50.97
2018-10-16,2018,10,16,83.52,53.11,33.28,16.86,58.94,50.37
2018-10-15,2018,10,15,81.34,51.84,31.78,16.48,57.68,48.99
2018-10-12,2018,10,12,80.18,52.05,30.91,16.36,57.38,47.07
2018-10-11,2018,10,11,80.12,51.48,31.27,16.21,57.03,46.5
2018-10-10,2018,10,10,78.93,49.71,31.61,16.63,57.33,44.91
2018-10-09,2018,10,9,81.43,50.86,33.55,17.38,59.49,43.83
2018-10-08,2018,10,8,83.68,52.14,35.9,17.98,60.62,43.95
2018-10-05,2018,10,5,84.14,52.7,36.44,18.1,61.05,44.39
2018-10-04,2018,10,4,86.04,53.56,37.92,18.48,61.58,44.43
2018-10-03,2018,10,3,87.39,54.32,38.8,18.53,61.68,44.85
2018-10-02,2018,10,2,86.71,54.69,38.5,18.93,61.18,44.54
2018-10-01,2018,10,1,87.61,56.6,39.61,18.99,61.7,45.54
2018-09-28,2018,9,28,89.06,57.83,41.33,19.36,62.45,46.97
2018-09-27,2018,9,27,88.34,58.0,41.5,19.38,62.71,47.58
2018-09-26,2018,9,26,88.97,57.51,41.04,19.17,62.09,47.27
2018-09-25,2018,9,25,87.92,57.1,40.81,19.3,61.65,46.83
2018-09-24,2018,9,24,87.84,57.41,41.98,19.49,62.06,46.45
2018-09-21,2018,9,21,89.94,59.61,43.6,19.89,63.77,48.29
2018-09-20,2018,9,20,89.12,58.13,41.89,19.91,62.5,48.48
2018-09-19,2018,9,19,89.35,57.9,41.6,19.89,63.11,49.01
2018-09-18,2018,9,18,90.11,57.83,40.79,19.74,63.05,48.33
2018-09-17,2018,9,17,90.16,57.96,40.32,19.64,63.1,49.27
2018-09-14,2018,9,14,90.33,57.93,39.74,19.18,62.43,49.2
2018-09-13,2018,9,13,89.58,57.82,39.48,19.22,62.36,49.09
2018-09-12,2018,9,12,87.8,57.39,39.26,18.97,61.37,48.79
2018-09-11,2018,9,11,89.12,58.27,40.18,19.04,62.98,48.47
2018-09-10,2018,9,10,88.09,57.56,39.43,19.02,62.51,48.27
2018-09-07,2018,9,7,87.68,56.86,38.43,18.8,61.9,47.59
2018-09-06,2018,9,6,87.13,56.44,38.48,18.96,61.03,47.5
2018-09-05,2018,9,5,88.19,57.21,39.67,19.07,61.4,47.51
2018-09-04,2018,9,4,88.3,58.88,40.77,19.22,61.99,47.85
2018-08-31,2018,8,31,87.42,58.48,40.48,19.08,61.3,47.52
2018-08-30,2018,8,30,86.92,58.44,40.4,19.16,60.82,47.55
2018-08-29,2018,8,29,87.11,58.52,40.5,19.21,61.22,47.52
2018-08-28,2018,8,28,86.82,58.79,40.69,19.01,61.33,47.22
2018-08-27,2018,8,27,85.94,57.75,39.52,18.61,60.91,46.08
2018-08-24,2018,8,24,85.14,57.18,38.82,18.63,60.99,45.65
2018-08-23,2018,8,23,84.74,56.94,38.83,18.9,61.01,45.89
2018-08-22,2018,8,22,84.53,56.91,39.19,18.95,60.61,45.2
2018-08-21,2018,8,21,85.66,57.6,40.33,19.3,61.0,46.65
2018-08-20,2018,8,20,85.22,57.42,39.99,19.26,61.63,45.86
2018-08-17,2018,8,17,82.01,55.65,37.79,18.8,59.68,44.7
2018-08-16,2018,8,16,81.9,55.45,38.16,18.66,59.52,43.9
2018-08-15,2018,8,15,81.87,55.23,37.44,18.5,60.33,44.57
2018-08-14,2018,8,14,81.44,54.76,37.09,18.32,59.09,44.55
2018-08-13,2018,8,13,81.21,54.22,36.79,18.17,58.84,43.8
2018-08-10,2018,8,10,81.72,54.71,37.26,18.45,58.99,43.94
2018-08-09,2018,8,9,82.75,55.34,37.92,18.5,58.99,43.85
2018-08-08,2018,8,8,82.79,55.23,38.38,18.46,58.82,43.88
2018-08-07,2018,8,7,82.32,54.7,38.26,18.21,58.09,43.33
2018-08-06,2018,8,6,81.83,54.42,38.41,18.35,57.79,43.31
2018-08-03,2018,8,3,81.34,54.26,38.42,18.25,57.41,42.6
2018-08-02,2018,8,2,80.85,53.91,37.93,17.81,56.69,43.11
2018-08-01,2018,8,1,80.02,53.59,38.14,17.55,56.52,42.67
2018-07-31,2018,7,31,80.4,54.42,39.54,18.0,58.16,43.44
2018-07-30,2018,7,30,80.07,53.79,38.97,17.91,57.9,42.69
2018-07-27,2018,7,27,80.01,54.46,39.69,18.05,58.38,42.94
2018-07-26,2018,7,26,81.24,53.98,40.02,17.98,56.7,42.85
2018-07-25,2018,7,25,80.56,51.66,38.19,17.22,52.29,41.41
2018-07-24,2018,7,24,80.04,51.68,37.45,17.79,51.91,40.57
2018-07-23,2018,7,23,81.59,52.24,38.04,19.81,53.56,41.64
2018-07-20,2018,7,20,80.91,51.99,37.88,19.84,53.43,40.28
2018-07-19,2018,7,19,80.59,53.0,38.13,19.83,53.78,40.49
2018-07-18,2018,7,18,79.0,52.8,38.37,19.97,53.9,41.01
2018-07-17,2018,7,17,72.62,51.14,37.38,19.52,53.22,40.06
2018-07-16,2018,7,16,72.26,50.67,37.28,19.4,53.08,39.04
2018-07-13,2018,7,13,72.1,50.77,37.12,19.28,53.09,41.02
2018-07-12,2018,7,12,71.04,50.73,36.33,19.15,52.77,39.83
2018-07-11,2018,7,11,68.88,49.84,35.96,19.29,52.53,36.13
2018-07-10,2018,7,10,71.3,50.6,39.12,19.5,53.0,37.4
2018-07-09,2018,7,9,71.79,50.51,39.31,19.64,53.26,37.88
2018-07-06,2018,7,6,70.96,49.58,38.09,19.45,52.74,37.66
2018-07-05,2018,7,5,70.92,49.26,37.99,19.28,51.86,37.5
2018-07-03,2018,7,3,70.16,48.78,37.75,19.12,51.52,37.06
2018-07-02,2018,7,2,70.92,49.92,38.36,19.1,51.54,37.12
2018-06-29,2018,6,29,69.73,49.54,37.96,18.98,50.88,36.35
2018-06-28,2018,6,28,69.44,49.8,38.2,18.86,50.7,35.37
2018-06-27,2018,6,27,69.57,49.89,38.26,18.92,50.37,35.4
2018-06-26,2018,6,26,71.02,51.07,39.09,18.75,51.17,35.59
2018-06-25,2018,6,25,71.33,51.31,39.68,18.79,51.28,36.33
2018-06-22,2018,6,22,72.94,52.72,41.35,18.98,51.91,38.6
2018-06-21,2018,6,21,74.42,53.73,41.49,19.27,53.15,38.63
2018-06-20,2018,6,20,74.07,53.84,42.03,19.02,52.0,38.79
2018-06-19,2018,6,19,73.0,53.78,41.51,18.97,51.71,38.55
2018-06-18,2018,6,18,74.49,54.8,42.44,19.18,52.37,39.42
2018-06-15,2018,6,15,73.89,55.18,42.77,19.19,52.18,39.61
2018-06-14,2018,6,14,73.02,54.9,43.08,19.04,51.94,38.17
2018-06-13,2018,6,13,72.5,54.65,42.92,18.99,51.35,37.44
2018-06-12,2018,6,12,72.39,54.55,43.41,18.94,50.97,37.64
2018-06-11,2018,6,11,72.15,54.89,44.16,19.08,50.98,37.83
2018-06-08,2018,6,8,69.99,54.09,43.11,18.84,50.48,37.05
2018-06-07,2018,6,7,69.54,53.46,43.84,18.77,50.64,37.18
2018-06-06,2018,6,6,70.36,54.17,44.19,18.77,50.75,37.21
2018-06-05,2018,6,5,69.32,54.67,44.18,18.86,50.9,36.96
2018-06-04,2018,6,4,69.98,55.19,44.86,19.11,51.65,37.91
2018-06-01,2018,6,1,69.25,54.42,44.0,18.77,50.96,37.04
2018-05-31,2018,5,31,69.59,54.05,43.54,18.89,51.08,36.69
2018-05-30,2018,5,30,69.8,54.31,43.3,18.98,51.33,36.77
2018-05-29,2018,5,29,69.52,54.23,43.59,19.2,51.49,37.31
2018-05-25,2018,5,25,71.68,55.87,44.91,19.41,52.86,38.03
2018-05-24,2018,5,24,70.47,54.4,43.56,19.04,51.21,36.68
2018-05-23,2018,5,23,69.54,53.4,42.8,18.67,50.32,36.39
2018-05-22,2018,5,22,69.99,53.52,42.88,18.89,50.85,36.39
2018-05-21,2018,5,21,70.07,53.98,44.28,19.18,52.22,37.37
2018-05-18,2018,5,18,68.42,52.95,43.38,19.04,52.19,37.15
2018-05-17,2018,5,17,69.49,53.1,43.63,19.32,52.47,37.13
2018-05-16,2018,5,16,69.74,53.48,44.06,19.47,53.01,36.94
2018-05-15,2018,5,15,68.03,52.37,43.19,19.01,51.7,36.09
2018-05-14,2018,5,14,66.64,52.09,42.46,18.87,52.2,35.96
2018-05-11,2018,5,11,66.92,52.9,42.6,18.98,52.46,36.63
2018-05-10,2018,5,10,66.02,52.06,42.04,18.81,51.94,36.33
2018-05-09,2018,5,9,65.8,51.62,41.5,18.71,51.56,35.9
2018-05-08,2018,5,8,67.72,52.37,43.0,19.25,52.33,36.77
2018-05-07,2018,5,7,67.52,51.9,42.44,19.25,52.0,36.74
2018-05-04,2018,5,4,68.32,52.34,42.86,19.36,52.78,36.39
2018-05-03,2018,5,3,67.52,51.79,42.11,19.21,52.24,34.98
2018-05-02,2018,5,2,67.92,52.36,42.24,19.34,52.21,35.73
2018-05-01,2018,5,1,68.38,52.74,43.36,19.44,52.94,36.37
2018-04-30,2018,4,30,67.54,52.22,42.93,19.19,52.83,35.72
2018-04-27,2018,4,27,67.86,53.5,43.4,19.28,53.53,35.49
2018-04-26,2018,4,26,66.62,53.13,42.37,19.17,53.3,35.4
2018-04-25,2018,4,25,68.51,54.65,45.25,19.17,53.83,37.63
2018-04-24,2018,4,24,68.95,53.81,45.69,19.53,53.88,38.24
2018-04-23,2018,4,23,70.33,54.61,46.68,19.91,54.98,38.82
2018-04-20,2018,4,20,71.75,55.4,46.78,19.86,54.77,38.43
2018-04-19,2018,4,19,70.23,55.07,46.88,19.66,54.8,38.0
2018-04-18,2018,4,18,70.58,55.21,47.76,19.97,55.82,38.24
2018-04-17,2018,4,17,67.34,54.55,45.75,19.81,54.27,36.84
2018-04-16,2018,4,16,67.31,54.3,46.4,19.77,54.89,37.09
2018-04-13,2018,4,13,66.54,52.92,45.87,19.51,55.07,36.15
2018-04-12,2018,4,12,66.1,52.98,46.57,19.55,54.94,36.29
2018-04-11,2018,4,11,64.87,51.47,45.4,19.33,53.5,35.75
2018-04-10,2018,4,10,67.59,52.36,47.46,19.36,54.13,35.25
2018-04-09,2018,4,9,68.52,52.56,49.82,19.48,54.85,35.75
2018-04-06,2018,4,6,68.63,53.05,50.29,19.95,55.29,37.74
2018-04-05,2018,4,5,70.69,54.21,52.14,20.64,56.86,38.3
2018-04-04,2018,4,4,69.99,53.86,52.04,20.48,56.36,37.7
2018-04-03,2018,4,3,69.19,53.72,51.47,20.15,55.97,37.22
2018-04-02,2018,4,2,66.77,51.95,49.78,19.73,54.34,36.35
2018-03-29,2018,3,29,69.47,54.81,51.96,20.32,57.28,37.78
2018-03-28,2018,3,28,67.91,53.93,50.85,20.17,56.25,36.99
2018-03-27,2018,3,27,68.18,54.26,50.9,19.95,56.69,37.19
2018-03-26,2018,3,26,68.48,55.06,51.86,20.48,57.59,38.27
2018-03-23,2018,3,23,67.39,53.9,51.01,20.84,56.72,39.96
2018-03-22,2018,3,22,68.45,54.67,52.31,21.27,57.0,41.27
2018-03-21,2018,3,21,69.94,55.95,54.09,21.78,57.78,43.19
2018-03-20,2018,3,20,70.48,56.5,55.32,22.3,60.69,44.82
2018-03-19,2018,3,19,70.13,55.96,54.62,22.17,60.6,44.44
2018-03-16,2018,3,16,70.88,56.69,55.4,22.59,60.9,45.12
2018-03-15,2018,3,15,70.14,56.34,55.17,22.26,59.94,44.28
2018-03-14,2018,3,14,70.74,56.15,55.28,22.34,59.62,44.42
2018-03-13,2018,3,13,72.6,56.59,56.23,22.35,60.33,45.09
2018-03-12,2018,3,12,72.0,56.16,56.5,22.04,59.76,43.28
2018-03-09,2018,3,9,71.55,56.09,56.07,22.0,59.7,43.0
2018-03-08,2018,3,8,69.87,54.64,54.79,21.71,58.37,42.97
2018-03-07,2018,3,7,67.81,53.53,54.11,21.5,57.57,41.92
2018-03-06,2018,3,6,67.52,53.84,53.57,21.44,58.25,42.16
2018-03-05,2018,3,5,67.21,53.79,53.19,21.27,58.38,41.72
2018-03-02,2018,3,2,67.51,53.26,53.18,21.29,57.81,41.85
2018-03-01,2018,3,1,67.54,53.35,53.48,21.08,58.01,40.5
2018-02-28,2018,2,28,67.79,53.9,54.25,21.05,57.84,39.84
2018-02-27,2018,2,27,67.86,53.62,54.26,21.35,58.48,38.75
2018-02-26,2018,2,26,69.26,54.69,55.0,21.73,59.5,40.08
2018-02-23,2018,2,23,67.57,53.46,53.39,21.32,57.99,39.49
2018-02-22,2018,2,22,66.7,52.55,52.98,20.85,57.32,39.48
2018-02-21,2018,2,21,67.0,53.16,52.78,20.74,58.03,39.91
2018-02-20,2018,2,20,66.59,52.47,51.72,20.02,57.73,38.9
2018-02-16,2018,2,16,66.52,52.85,51.58,20.3,58.27,39.72
2018-02-15,2018,2,15,66.74,52.95,51.67,20.3,58.18,39.64
2018-02-14,2018,2,14,65.68,52.2,51.07,20.14,57.73,39.52
2018-02-13,2018,2,13,65.7,52.17,50.87,19.96,57.16,39.09
2018-02-12,2018,2,12,64.14,52.05,50.09,19.87,56.81,39.91
2018-02-09,2018,2,9,62.98,50.46,48.36,19.89,55.5,39.25
2018-02-08,2018,2,8,63.37,51.23,48.6,19.83,55.63,39.06
2018-02-07,2018,2,7,65.36,53.85,51.4,20.385,57.89,40.3
